N,beta1,beta2,beta3,cor_xm,rel,method,par,coverage,rmse,rse_bias,std_bias,REPLICATIONS,N_lab,beta1_lab,beta2_lab,beta3_lab,cor_xm_lab,rel_lab
250,1,0.9,0.75,0.6,0.7,upi,yint,0.9085,0.18259299747008492,-0.3378753156539074,0.1836297572429831,2000,italic(N) == 250,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.75,Correlation_XM == 0.6,Reliability == 0.7
250,1,0.9,0.75,0.6,0.8,rapi,yint,0.912,0.07721795930164732,-0.13501392929787137,0.2745015123785099,2000,italic(N) == 250,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.75,Correlation_XM == 0.6,Reliability == 0.8
250,1,0.9,0.75,0.6,0.8,tspa,yint,0.9275,0.06793260338048733,-0.0978865675358559,0.10862311059530622,2000,italic(N) == 250,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.75,Correlation_XM == 0.6,Reliability == 0.8
250,1,0.9,0.75,0.6,0.8,upi,yint,0.9215,0.09042863236999855,-0.16936866773762305,0.17796824534033925,2000,italic(N) == 250,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.75,Correlation_XM == 0.6,Reliability == 0.8
250,1,0.9,0.75,0.6,0.9,rapi,yint,0.938,0.058935529609009565,-0.07782304762709813,0.10610649677672074,2000,italic(N) == 250,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.75,Correlation_XM == 0.6,Reliability == 0.9
250,1,0.9,0.75,0.6,0.9,tspa,yint,0.9255,0.05785822777712005,-0.0978950194523408,-0.025707548635137103,2000,italic(N) == 250,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.75,Correlation_XM == 0.6,Reliability == 0.9
250,1,0.9,0.75,0.6,0.9,upi,yint,0.9325,0.062358236974704884,-0.10333253455867297,0.02748701066789734,2000,italic(N) == 250,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.75,Correlation_XM == 0.6,Reliability == 0.9
250,1,0.9,0.8,0,0.7,rapi,yint,0.9155,0.14711211696049087,-0.22809144555329508,0.24454292747309372,2000,italic(N) == 250,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.8,Correlation_XM == 0,Reliability == 0.7
250,1,0.9,0.8,0,0.7,tspa,yint,0.9285,0.1115083453089064,-0.12105816052905938,0.05893564190445316,2000,italic(N) == 250,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.8,Correlation_XM == 0,Reliability == 0.7
250,1,0.9,0.8,0,0.7,upi,yint,0.9105,0.24625149375620267,-0.32695324387324654,0.16387986564857215,2000,italic(N) == 250,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.8,Correlation_XM == 0,Reliability == 0.7
250,1,0.9,0.8,0,0.8,rapi,yint,0.9285,0.0946838827353409,-0.11972368333938044,0.15407217785362504,2000,italic(N) == 250,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.8,Correlation_XM == 0,Reliability == 0.8
250,1,0.9,0.8,0,0.8,tspa,yint,0.924,0.08444397875984845,-0.07825754908059934,0.015601173401645324,2000,italic(N) == 250,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.8,Correlation_XM == 0,Reliability == 0.8
250,1,0.9,0.8,0,0.8,upi,yint,0.9145,0.11294447236195504,-0.15640393212533765,0.12041191733057313,2000,italic(N) == 250,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.8,Correlation_XM == 0,Reliability == 0.8
250,1,0.9,0.8,0,0.9,rapi,yint,0.929,0.07446613367322823,-0.08169773487598231,0.10858405199647347,2000,italic(N) == 250,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.8,Correlation_XM == 0,Reliability == 0.9
250,1,0.9,0.8,0,0.9,tspa,yint,0.9299999999999999,0.07087065410730224,-0.06928697499830738,0.008331754111473464,2000,italic(N) == 250,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.8,Correlation_XM == 0,Reliability == 0.9
250,1,0.9,0.8,0,0.9,upi,yint,0.9235,0.0772826524052708,-0.09201875359957867,0.04567691968530982,2000,italic(N) == 250,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.8,Correlation_XM == 0,Reliability == 0.9
250,1,0.9,0.8,0.3,0.7,rapi,yint,0.9195,0.1275677406512785,-0.20425497784193214,0.27221355796699576,2000,italic(N) == 250,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.8,Correlation_XM == 0.3,Reliability == 0.7
250,1,0.9,0.8,0.3,0.7,tspa,yint,0.9339999999999999,0.09957692977768381,-0.11124916676209207,0.0821453421940033,2000,italic(N) == 250,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.8,Correlation_XM == 0.3,Reliability == 0.7
250,1,0.9,0.8,0.3,0.7,upi,yint,0.9105,0.19247204710096685,-0.2660693278527476,0.19253989540564115,2000,italic(N) == 250,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.8,Correlation_XM == 0.3,Reliability == 0.7
250,1,0.9,0.8,0.3,0.8,rapi,yint,0.9279999999999999,0.08656948887527749,-0.11848901090563158,0.15478228022345744,2000,italic(N) == 250,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.8,Correlation_XM == 0.3,Reliability == 0.8
250,1,0.9,0.8,0.3,0.8,tspa,yint,0.9385,0.07694743862533493,-0.07391534230552532,-0.003168084701436597,2000,italic(N) == 250,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.8,Correlation_XM == 0.3,Reliability == 0.8
250,1,0.9,0.8,0.3,0.8,upi,yint,0.9235,0.09993019053217533,-0.13480406294809433,0.09329140583691176,2000,italic(N) == 250,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.8,Correlation_XM == 0.3,Reliability == 0.8
250,1,0.9,0.8,0.3,0.9,rapi,yint,0.9295,0.06832803562599254,-0.07545235336674316,0.11829139970931725,2000,italic(N) == 250,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.8,Correlation_XM == 0.3,Reliability == 0.9
250,1,0.9,0.8,0.3,0.9,tspa,yint,0.933,0.06535576752930906,-0.07145662176028289,-0.003321015757752054,2000,italic(N) == 250,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.8,Correlation_XM == 0.3,Reliability == 0.9
