N,beta1,beta2,beta3,cor_xm,rel,method,par,coverage,rmse,rse_bias,std_bias,REPLICATIONS,N_lab,beta1_lab,beta2_lab,beta3_lab,cor_xm_lab,rel_lab
250,1,0.9,0.75,0,0.7,rapi,yint,0.9390000000000001,0.09505141410955077,-0.057588717291849445,0.0031292450784547094,2000,italic(N) == 250,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.75,Correlation_XM == 0,Reliability == 0.7
250,1,0.9,0.75,0,0.7,tspa,yint,0.933,0.0916538577555277,-0.059356627125756733,-0.14317604260775768,2000,italic(N) == 250,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.75,Correlation_XM == 0,Reliability == 0.7
250,1,0.9,0.75,0,0.7,upi,yint,0.8160000000000001,0.11547622012336016,-0.27783792755995085,-0.47046962307289886,2000,italic(N) == 250,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.75,Correlation_XM == 0,Reliability == 0.7
250,1,0.9,0.75,0,0.8,rapi,yint,0.9435,0.0748713020474285,-0.029627025109076666,-0.09655968745564374,2000,italic(N) == 250,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.75,Correlation_XM == 0,Reliability == 0.8
250,1,0.9,0.75,0,0.8,tspa,yint,0.9410000000000001,0.07449755637325432,-0.03513523075440805,-0.19593213492935005,2000,italic(N) == 250,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.75,Correlation_XM == 0,Reliability == 0.8
250,1,0.9,0.75,0,0.8,upi,yint,0.9065,0.07996642570340438,-0.09383093041315049,-0.38859105919470677,2000,italic(N) == 250,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.75,Correlation_XM == 0,Reliability == 0.8
250,1,0.9,0.75,0,0.9,rapi,yint,0.925,0.06636442362756807,-0.06131561359802229,-0.16682389253296215,2000,italic(N) == 250,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.75,Correlation_XM == 0,Reliability == 0.9
250,1,0.9,0.75,0,0.9,tspa,yint,0.9215,0.06636200034057656,-0.061465723859272514,-0.23111341146487033,2000,italic(N) == 250,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.75,Correlation_XM == 0,Reliability == 0.9
250,1,0.9,0.75,0,0.9,upi,yint,0.909,0.06792716302089877,-0.07657149622695858,-0.32163163786001325,2000,italic(N) == 250,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.75,Correlation_XM == 0,Reliability == 0.9
250,1,0.9,0.75,0.3,0.7,rapi,yint,0.9225,0.09241971293697798,-0.0726179797167078,0.17077885093678652,2000,italic(N) == 250,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.75,Correlation_XM == 0.3,Reliability == 0.7
250,1,0.9,0.75,0.3,0.7,tspa,yint,0.9319999999999999,0.08764728781229568,-0.07612905976492268,0.032226108460326364,2000,italic(N) == 250,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.75,Correlation_XM == 0.3,Reliability == 0.7
250,1,0.9,0.75,0.3,0.7,upi,yint,0.8355,0.10598763846370661,-0.2811847870475811,-0.318267457354165,2000,italic(N) == 250,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.75,Correlation_XM == 0.3,Reliability == 0.7
