N,beta1,beta2,beta3,cor_xm,rel,method,par,convergence_rate,coverage,outlier_se,raw_bias,raw_rse_bias,rmse,std_bias,stdMed_bias,stdMed_rse_bias,trim_bias,trim_rse_bias,REPLICATIONS,N_lab,beta1_lab,beta2_lab,beta3_lab,cor_xm_lab,rel_lab
250,1,0.9,0.75,0.3,0.9,upi,yint,1,0.944,1.7999999999999998,5.252490617053089e-4,-0.02598710365530499,0.06836004559254422,0.007681873671985994,-0.039821335785078404,-2.6884400978210987e-4,-0.002154746119583162,-0.036849783364388045,2000,italic(N) == 250,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.75,Correlation_XM == 0.3,Reliability == 0.9
250,1,0.9,0.75,0.6,0.7,rapi,yint,1,0.9745,3.6999999999999997,0.01741591319318699,0.15453082443548505,0.08584815351582935,0.2071250658080226,0.16054020839022434,0.16132908025916382,0.012888143761907278,0.08806217663292304,2000,italic(N) == 250,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.75,Correlation_XM == 0.6,Reliability == 0.7
250,1,0.9,0.75,0.6,0.7,tspa,yint,1,0.949,3.45,0.009536709595514739,-0.03741811224792746,0.08003567872505275,0.11998072913785032,0.06152080936387913,-0.01287352749528381,0.005547009896488375,-0.0684380553084174,2000,italic(N) == 250,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.75,Correlation_XM == 0.6,Reliability == 0.7
250,1,0.9,0.75,0.6,0.7,upi,yint,1,0.9425,3.3000000000000003,0.01969612856565928,-0.03671377242683416,0.11636977745706206,0.1716894285746308,0.06257710463579623,-0.04388146923588876,0.008174805219225256,-0.10410111082146611,2000,italic(N) == 250,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.75,Correlation_XM == 0.6,Reliability == 0.7
250,1,0.9,0.75,0.6,0.8,rapi,yint,1,0.97,2.25,0.006543031495492375,0.090750300370535,0.06583064440280835,0.09986150617209491,0.077999934527339,0.10343900203182788,0.005276097601950691,0.06797048752736656,2000,italic(N) == 250,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.75,Correlation_XM == 0.6,Reliability == 0.8
250,1,0.9,0.75,0.6,0.8,tspa,yint,1,0.942,1.95,0.002420531748511353,-0.02873994688339676,0.06414696946206007,0.03775160741667277,-0.0036082127478904314,0.0033843402132487377,0.0012124420951874493,-0.03971640330923765,2000,italic(N) == 250,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.75,Correlation_XM == 0.6,Reliability == 0.8
250,1,0.9,0.75,0.6,0.8,upi,yint,1,0.938,3.4000000000000004,0.005970569205068368,-0.04245060488808794,0.08042622903631261,0.07442339085289018,0.003915512527010798,0.006778305004108587,0.0018973570914732063,-0.07464796896747117,2000,italic(N) == 250,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.75,Correlation_XM == 0.6,Reliability == 0.8
250,1,0.9,0.75,0.6,0.9,rapi,yint,1,0.9575,1.25,3.4035269099607523e-4,0.05811758946990042,0.05392560102901733,0.006310070972402846,0.014755301071405012,0.07859033278342276,4.793227501298514e-5,0.05333050351007329,2000,italic(N) == 250,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.75,Correlation_XM == 0.6,Reliability == 0.9
250,1,0.9,0.75,0.6,0.9,tspa,yint,1,0.943,0.8,-0.0018174960234109796,0.00515537972433977,0.053267054452455165,-0.03413179573099335,-0.03578805570034568,0.03471260586372349,-0.0020789167984620605,0.0021144606120959697,2000,italic(N) == 250,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.75,Correlation_XM == 0.6,Reliability == 0.9
250,1,0.9,0.75,0.6,0.9,upi,yint,1,0.9495,1.25,-0.0017332053596266633,-0.01569112492307212,0.058866732980351825,-0.029448271710861913,-0.07754571655093064,-0.009779954897900955,-0.003275080261164409,-0.02547423928308512,2000,italic(N) == 250,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.75,Correlation_XM == 0.6,Reliability == 0.9
500,1,0.9,0.75,0,0.7,rapi,yint,1,0.9665,3.25,0.011341794341440172,0.07781277266721953,0.07645743107505747,0.1499633657885529,0.0900170955913312,0.06356869216852057,0.007856115619855497,0.0423588877207115,2000,italic(N) == 500,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.75,Correlation_XM == 0,Reliability == 0.7
500,1,0.9,0.75,0,0.7,tspa,yint,1,0.9345,2.1,0.004161897818670338,-0.06503494538915922,0.07177469760501327,0.05806879201247566,0.0052090387372601575,-0.05940100504766754,0.0016732783022395115,-0.0812337893980365,2000,italic(N) == 500,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.75,Correlation_XM == 0,Reliability == 0.7
500,1,0.9,0.75,0,0.7,upi,yint,1,0.9359999999999999,2.5,0.008074270929832292,-0.022360502603952725,0.09658960487614364,0.08386621720422177,-0.027789834789669402,-0.012431526289911732,3.4712410274601035e-4,-0.06199386933257034,2000,italic(N) == 500,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.75,Correlation_XM == 0,Reliability == 0.7
500,1,0.9,0.75,0,0.8,rapi,yint,1,0.9655,1.8499999999999999,0.006776196107477355,0.05623259240250089,0.058718042419739984,0.11614944139736076,0.0935103938759063,0.06832583952717486,0.005555835746060778,0.044313610274119064,2000,italic(N) == 500,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.75,Correlation_XM == 0,Reliability == 0.8
500,1,0.9,0.75,0,0.8,tspa,yint,1,0.9435,1.15,0.0023214050081873942,-0.03727499040806348,0.05695368156202915,0.04078322531836997,0.01514883418014954,-0.029468926607792767,0.001340296299111643,-0.04396113975999694,2000,italic(N) == 500,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.75,Correlation_XM == 0,Reliability == 0.8
500,1,0.9,0.75,0,0.8,upi,yint,1,0.944,1.95,0.0060780952918295245,-0.03884531760993204,0.06994636448370314,0.08720465312502268,0.01551970353442581,-0.06078332609763892,0.002213165564822317,-0.05805706022328605,2000,italic(N) == 500,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.75,Correlation_XM == 0,Reliability == 0.8
500,1,0.9,0.75,0,0.9,rapi,yint,1,0.9585,1.4500000000000002,0.0013081191002422006,0.035958979667448876,0.047510736833513756,0.027536681173834742,0.006389726427985008,0.04094922545031565,7.82896922802867e-4,0.03205623749780129,2000,italic(N) == 500,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.75,Correlation_XM == 0,Reliability == 0.9
500,1,0.9,0.75,0,0.9,tspa,yint,1,0.946,1.15,-0.0015703730580776242,-0.0037934529421419505,0.0467397476394694,-0.03360880996306509,-0.03559503165755328,0.02468342249844846,-0.0019802921024277276,-0.006672772304452068,2000,italic(N) == 500,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.75,Correlation_XM == 0,Reliability == 0.9
500,1,0.9,0.75,0,0.9,upi,yint,1,0.9465,1.2,-5.102948307435458e-4,-0.0063730405939711465,0.05042114486954479,-0.010118639154499625,-0.036917286300587916,-0.01589806990571785,-0.0014879430139215777,-0.012108982150155101,2000,italic(N) == 500,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.75,Correlation_XM == 0,Reliability == 0.9
500,1,0.9,0.75,0.3,0.7,rapi,yint,1,0.975,3.45,0.0119644808873228,0.11073450112254024,0.06951070552924109,0.17468843727047578,0.11122936915797928,0.09531653623143499,0.00869171557336712,0.0756712933199204,2000,italic(N) == 500,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.75,Correlation_XM == 0.3,Reliability == 0.7
500,1,0.9,0.75,0.3,0.7,tspa,yint,1,0.946,2.4,0.0052019677338304635,-0.054388051000695103,0.06578709639403532,0.07930130069874246,0.038100173560384885,-0.0566457358582102,0.0028600058934187267,-0.07059575567679788,2000,italic(N) == 500,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.75,Correlation_XM == 0.3,Reliability == 0.7
500,1,0.9,0.75,0.3,0.7,upi,yint,1,0.9455,2.5,0.01123780605826478,-0.022450933110162774,0.0908988910927931,0.1245543553749503,0.04575813500090748,-0.02539408067127935,0.0031034890380232105,-0.06386311676727163,2000,italic(N) == 500,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.75,Correlation_XM == 0.3,Reliability == 0.7
500,1,0.9,0.75,0.3,0.8,rapi,yint,1,0.9645,1.7999999999999998,0.0039916403172987605,0.05637234885656062,0.053993712593635425,0.0741121898083307,0.07094470731708988,0.04124045476525939,0.003397437889868904,0.04397414126555055,2000,italic(N) == 500,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.75,Correlation_XM == 0.3,Reliability == 0.8
500,1,0.9,0.75,0.3,0.8,tspa,yint,1,0.9445,1.4500000000000002,2.3083012954687374e-5,-0.04151220425511981,0.052613000836577106,4.3862245707314144e-4,-0.016734041482334303,-0.043273460424204324,-4.765873718682867e-4,-0.04815274604785147,2000,italic(N) == 500,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.75,Correlation_XM == 0.3,Reliability == 0.8
500,1,0.9,0.75,0.3,0.8,upi,yint,1,0.947,2.5,0.0027868695727727585,-0.036091388409903,0.06403752616614204,0.04354969810091104,-0.040264193510408525,-0.033174419978583836,-9.040997636488024e-4,-0.055421918394682024,2000,italic(N) == 500,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.75,Correlation_XM == 0.3,Reliability == 0.8
500,1,0.9,0.75,0.3,0.9,rapi,yint,1,0.9585,0.5499999999999999,0.0013916572734833778,0.021913292339230006,0.044554272678906985,0.031242537060578147,0.022040456344086714,0.025484638584664543,9.188181225817105e-4,0.019964719637216133,2000,italic(N) == 500,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.75,Correlation_XM == 0.3,Reliability == 0.9
500,1,0.9,0.75,0.3,0.9,tspa,yint,1,0.948,0.7000000000000001,-0.0010602371947495792,-0.021278726574990303,0.04389601648796375,-0.02415438822979223,-0.024050095439787183,-0.009391555253890571,-0.0013909222750667083,-0.022717612579584823,2000,italic(N) == 500,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.75,Correlation_XM == 0.3,Reliability == 0.9
