N,beta1,beta2,beta3,cor_xm,rel,method,par,convergence_rate,coverage,raw_bias,raw_rse_bias,rmse,robust_rse_bias,std_bias,stdMed_bias,trimm_bias,REPLICATIONS,N_lab,beta1_lab,beta2_lab,beta3_lab,cor_xm_lab,rel_lab
100,1,0.9,0.85,0.6,0.9,rapi,yint,1,0.9445,0.004963393280053691,-0.02999834258384737,0.10346304991790664,0.44712153704024016,0.04801590552400293,0.00711073833395917,7.654218818349268e-4,2000,italic(N) == 100,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.85,Correlation_XM == 0.6,Reliability == 0.9
100,1,0.9,0.85,0.6,0.9,tspa,yint,1,0.9475,0.0035556932418916386,-0.014926669714106722,0.09445508340795485,0.4535103139315475,0.03766155828440617,0.020580810910305742,0.0018496313406170528,2000,italic(N) == 100,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.85,Correlation_XM == 0.6,Reliability == 0.9
100,1,0.9,0.85,0.6,0.9,upi,yint,1,0.9575,0.006993291296960063,0.03931178506211008,0.09537802168368927,0.5437314207363286,0.07350134061480981,0.05485594869908287,0.005203786276744005,2000,italic(N) == 100,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.85,Correlation_XM == 0.6,Reliability == 0.9
250,1,0.9,0.75,0,0.7,rapi,yint,1,0.923,0.015636739908325967,0.003913561102936836,0.14691703827102634,0.4577628468453989,0.10701368029465522,-0.001762135446509174,0.004649509380106942,2000,italic(N) == 250,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.75,Correlation_XM == 0,Reliability == 0.7
250,1,0.9,0.75,0,0.7,tspa,yint,1,0.9515,0.012890579016762023,-0.05392621869401526,0.11136717783081912,0.45429828811757345,0.1165025817637716,0.06345870556849913,0.007605430199738139,2000,italic(N) == 250,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.75,Correlation_XM == 0,Reliability == 0.7
250,1,0.9,0.75,0,0.7,upi,yint,1,0.974,0.02776734513515059,0.11698277959236059,0.12217678555467969,0.6335735732111527,0.23332072137987542,0.18182395685764774,0.02103786412976627,2000,italic(N) == 250,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.75,Correlation_XM == 0,Reliability == 0.7
250,1,0.9,0.75,0,0.8,rapi,yint,1,0.9390000000000001,0.0081258884369048,-0.0744469808245336,0.11000840877814973,0.4044050889395334,0.07404988932109513,-0.01794512463253822,-2.8057776816248214e-4,2000,italic(N) == 250,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.75,Correlation_XM == 0,Reliability == 0.8
250,1,0.9,0.75,0,0.8,tspa,yint,1,0.9355,0.00385433616454867,-0.051365331461034835,0.08814974033737133,0.4684716864929104,0.04375578757831457,7.179911194812699e-4,0.0021075415323227875,2000,italic(N) == 250,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.75,Correlation_XM == 0,Reliability == 0.8
250,1,0.9,0.75,0,0.8,upi,yint,1,0.9605,0.011600798450581323,0.043883935347482916,0.0916433097369978,0.5972286591116054,0.1275810843966584,0.10386223995258047,0.009140368546849298,2000,italic(N) == 250,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.75,Correlation_XM == 0,Reliability == 0.8
250,1,0.9,0.75,0,0.9,rapi,yint,1,0.94,-5.966696397430231e-4,-0.04261160046564949,0.0782911452517156,0.42168915262447504,-0.0076194795223733834,-0.033469811958475475,-0.0018865788233635161,2000,italic(N) == 250,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.75,Correlation_XM == 0,Reliability == 0.9
250,1,0.9,0.75,0,0.9,tspa,yint,1,0.94,-0.0021495764327797333,-0.044979737905003536,0.07313642708013599,0.42295830062032547,-0.029396675264547773,-0.0430597142539459,-0.0027398352322942077,2000,italic(N) == 250,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.75,Correlation_XM == 0,Reliability == 0.9
250,1,0.9,0.75,0,0.9,upi,yint,1,0.9535,0.001918974222625516,-0.004817142652690176,0.0742456726467722,0.49556441003353435,0.025848449853797795,0.004648814473507381,0.0011011967348108498,2000,italic(N) == 250,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.75,Correlation_XM == 0,Reliability == 0.9
250,1,0.9,0.75,0.3,0.7,rapi,yint,1,0.924,0.014089656763151224,-0.059743758947224945,0.14172965528528594,0.41476780602991714,0.09988212561940144,-0.031879703538952364,-7.344387424996768e-4,2000,italic(N) == 250,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.75,Correlation_XM == 0.3,Reliability == 0.7
250,1,0.9,0.75,0.3,0.7,tspa,yint,1,0.9375,0.008316067715150078,-0.09701237537958252,0.10595847993961577,0.41359533540706805,0.07870737182732178,0.007563850587061454,0.0017800239375738158,2000,italic(N) == 250,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.75,Correlation_XM == 0.3,Reliability == 0.7
250,1,0.9,0.75,0.3,0.7,upi,yint,1,0.9665,0.020566271796147496,0.07717554232904922,0.11368334219312719,0.5938226922542047,0.18389748736341727,0.09038334267180673,0.012534610720481842,2000,italic(N) == 250,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.75,Correlation_XM == 0.3,Reliability == 0.7
250,1,0.9,0.75,0.3,0.8,rapi,yint,1,0.9375,0.006926515615143858,-0.046347626378450246,0.09923399199309442,0.4294598031597783,0.0699529903954064,-0.014206573026074686,-9.192219474984942e-6,2000,italic(N) == 250,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.75,Correlation_XM == 0.3,Reliability == 0.8
250,1,0.9,0.75,0.3,0.8,tspa,yint,1,0.948,0.0033089686518927852,-0.0316671887066351,0.07998045777665636,0.4112853088174391,0.04139731435487294,-0.003532348269216988,0.001207399434141554,2000,italic(N) == 250,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.75,Correlation_XM == 0.3,Reliability == 0.8
250,1,0.9,0.75,0.3,0.8,upi,yint,1,0.9695,0.010107153874039859,0.06688162973663347,0.08320690863437791,0.6059218480118465,0.12234571636567411,0.07485542506137058,0.007435111959830043,2000,italic(N) == 250,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.75,Correlation_XM == 0.3,Reliability == 0.8
250,1,0.9,0.75,0.3,0.9,rapi,yint,1,0.9425,-8.542613943601856e-5,-0.048508339666153755,0.07344294251063212,0.4707377760860627,-0.001162873314788209,-0.017314421711987056,-0.001815449506977207,2000,italic(N) == 250,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.75,Correlation_XM == 0.3,Reliability == 0.9
250,1,0.9,0.75,0.3,0.9,tspa,yint,1,0.944,-3.232838625707625e-4,-0.04302240446192562,0.06814426815680924,0.42988486939368387,-0.004742976590695311,0.010501429536535128,-2.6632630454248574e-4,2000,italic(N) == 250,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.75,Correlation_XM == 0.3,Reliability == 0.9
250,1,0.9,0.75,0.3,0.9,upi,yint,1,0.953,0.0031867707476583734,-8.773928208087867e-4,0.06923978118248629,0.526597599247302,0.04606244730383251,0.060269231269455145,0.0031303919702261873,2000,italic(N) == 250,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.75,Correlation_XM == 0.3,Reliability == 0.9
250,1,0.9,0.75,0.6,0.7,rapi,yint,1,0.9285,0.011937907040858254,-0.04618193264148096,0.11983247559531279,0.4271916264709563,0.10009465732816893,-0.008583159919380261,0.0013701549885939968,2000,italic(N) == 250,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.75,Correlation_XM == 0.6,Reliability == 0.7
250,1,0.9,0.75,0.6,0.7,tspa,yint,1,0.9305,0.007502645415886849,-0.07867151235939285,0.08921765465634877,0.4051723461444241,0.0843715613695799,0.03837360368250579,0.0036537997424379576,2000,italic(N) == 250,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.75,Correlation_XM == 0.6,Reliability == 0.7
250,1,0.9,0.75,0.6,0.7,upi,yint,1,0.9615,0.014773649042628522,0.10348565636497864,0.09338630567646124,0.5905377944034687,0.16017682916016365,0.10953221279617449,0.010348118542385654,2000,italic(N) == 250,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.75,Correlation_XM == 0.6,Reliability == 0.7
250,1,0.9,0.75,0.6,0.8,rapi,yint,1,0.945,0.005115556677754041,-0.04319139774042169,0.08463929833146981,0.4809938538362186,0.06053505234558572,-0.04849536575472277,-0.002031255848198188,2000,italic(N) == 250,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.75,Correlation_XM == 0.6,Reliability == 0.8
250,1,0.9,0.75,0.6,0.8,tspa,yint,1,0.944,7.813156189693014e-4,-0.021545536553298716,0.06809225418769756,0.5303193533723629,0.011472254834697946,-0.03730985045608285,-0.0021080396275535707,2000,italic(N) == 250,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.75,Correlation_XM == 0.6,Reliability == 0.8
250,1,0.9,0.75,0.6,0.8,upi,yint,1,0.9685,0.004970877662658039,0.08813012843708234,0.06944618569599863,0.7283793185776706,0.0717449764477653,0.010954483341870071,0.0017290341719397029,2000,italic(N) == 250,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.75,Correlation_XM == 0.6,Reliability == 0.8
250,1,0.9,0.75,0.6,0.9,rapi,yint,1,0.9455,2.567022830042231e-4,-0.027819589594523797,0.06349035929386866,0.43641665120633255,0.004042191601200983,-0.03582790626627662,-0.0017163783237657548,2000,italic(N) == 250,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.75,Correlation_XM == 0.6,Reliability == 0.9
250,1,0.9,0.75,0.6,0.9,tspa,yint,1,0.942,-4.3332097451595096e-4,-0.02260542641046781,0.05870383698607325,0.4147757537097334,-0.007379831634612014,-0.016191290044134127,-3.7448232372694346e-4,2000,italic(N) == 250,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.75,Correlation_XM == 0.6,Reliability == 0.9
250,1,0.9,0.75,0.6,0.9,upi,yint,1,0.957,0.0017235716695255196,0.020938416769558543,0.059542209228429135,0.4536268327886559,0.028951950834767124,0.00615990758819587,0.0017369246235120483,2000,italic(N) == 250,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.75,Correlation_XM == 0.6,Reliability == 0.9
250,1,0.9,0.8,0,0.7,rapi,yint,1,0.9165,0.012482624254495391,-0.049048729790640566,0.14658205044408018,0.3889512678463656,0.08544702891865202,-0.010085046915049791,1.9779864302787997e-4,2000,italic(N) == 250,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.8,Correlation_XM == 0,Reliability == 0.7
250,1,0.9,0.8,0,0.7,tspa,yint,1,0.9445,0.01081959646857323,-0.08676016994959623,0.11239312917415788,0.3936521868687697,0.09669063258693443,0.020539512912001016,0.00416778983943672,2000,italic(N) == 250,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.8,Correlation_XM == 0,Reliability == 0.7
250,1,0.9,0.8,0,0.7,upi,yint,1,0.9665,0.02372720038967373,0.07770960164843776,0.12106519259102802,0.557466168902319,0.1998130424371892,0.11668006715456834,0.015771126502370725,2000,italic(N) == 250,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.8,Correlation_XM == 0,Reliability == 0.7
250,1,0.9,0.8,0,0.8,rapi,yint,1,0.94,0.012643591189906322,-0.049582571584345536,0.10576970622722182,0.37607478946693007,0.12037210742810084,0.038522506608395776,0.0062911013380698155,2000,italic(N) == 250,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.8,Correlation_XM == 0,Reliability == 0.8
250,1,0.9,0.8,0,0.8,tspa,yint,1,0.944,0.005950256233552307,-0.03744736562999462,0.08521198078279801,0.4199411849919583,0.06998223715807936,0.031307483005240826,0.0030869079670464705,2000,italic(N) == 250,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.8,Correlation_XM == 0,Reliability == 0.8
250,1,0.9,0.8,0,0.8,upi,yint,1,0.969,0.011853083390951803,0.054675457224000024,0.08807899380057299,0.5632777494926517,0.13577473744163387,0.09055075948313974,0.008541019100236358,2000,italic(N) == 250,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.8,Correlation_XM == 0,Reliability == 0.8
250,1,0.9,0.8,0,0.9,rapi,yint,1,0.948,-0.0020253388991529433,6.566531934191211e-4,0.07421958948725536,0.4236889325833224,-0.027291808575211463,-0.05617811175898227,-0.0038263585988721482,2000,italic(N) == 250,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.8,Correlation_XM == 0,Reliability == 0.9
250,1,0.9,0.8,0,0.9,tspa,yint,1,0.949,-0.0035933576481168876,-8.43023520214703e-4,0.06948985133711139,0.4793649351487723,-0.05176686757672422,-0.0427622793931915,-0.004054941696613468,2000,italic(N) == 250,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.8,Correlation_XM == 0,Reliability == 0.9
250,1,0.9,0.8,0,0.9,upi,yint,1,0.9565,-8.833448233168438e-4,0.03402512352458387,0.0704701933503297,0.5267427613978024,-0.012532863992616286,-0.040202408160089805,-0.00162149227766345,2000,italic(N) == 250,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.8,Correlation_XM == 0,Reliability == 0.9
250,1,0.9,0.8,0.3,0.7,rapi,yint,1,0.925,0.010731323182832818,-0.030308208803677683,0.13324318525906606,0.42201457108995744,0.08078166510963532,-0.05738500986338041,-0.002652166481628193,2000,italic(N) == 250,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.8,Correlation_XM == 0.3,Reliability == 0.7
250,1,0.9,0.8,0.3,0.7,tspa,yint,1,0.9455,0.008257325150017923,-0.0654604530705577,0.10016292403521844,0.402713645057603,0.0826998268374694,0.0405234071485988,0.003762417830896425,2000,italic(N) == 250,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.8,Correlation_XM == 0.3,Reliability == 0.7
250,1,0.9,0.8,0.3,0.7,upi,yint,1,0.9685,0.01911894299684455,0.09571615356152519,0.10752157518182848,0.6087844298984111,0.1806493236822874,0.1183520223063032,0.01262498707467119,2000,italic(N) == 250,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.8,Correlation_XM == 0.3,Reliability == 0.7
250,1,0.9,0.8,0.3,0.8,rapi,yint,1,0.9525,0.006970849055760284,-0.03049544181844377,0.0943631887499584,0.4293850952885505,0.07405642117803225,-0.00682647211034958,0.0019607695260605573,2000,italic(N) == 250,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.8,Correlation_XM == 0.3,Reliability == 0.8
250,1,0.9,0.8,0.3,0.8,tspa,yint,1,0.9485,0.0035872307527732303,-0.037393194368227634,0.07858502999923679,0.45254676915218206,0.04568396979611935,0.03625489400906579,0.002042696934894783,2000,italic(N) == 250,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.8,Correlation_XM == 0.3,Reliability == 0.8
250,1,0.9,0.8,0.3,0.8,upi,yint,1,0.968,0.009092622492472103,0.05563086264154382,0.08113918467017517,0.5549277443497922,0.11274417177869583,0.1177874547924733,0.007517878140594847,2000,italic(N) == 250,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.8,Correlation_XM == 0.3,Reliability == 0.8
250,1,0.9,0.8,0.3,0.9,rapi,yint,1,0.9339999999999999,-0.0013813042056725652,-0.04571133907071845,0.07256556788695513,0.42459642851797685,-0.019033945901256608,-0.03157448615715834,-0.0019194501921140361,2000,italic(N) == 250,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.8,Correlation_XM == 0.3,Reliability == 0.9
250,1,0.9,0.8,0.3,0.9,tspa,yint,1,0.9359999999999999,-0.001871309097370109,-0.0478008923627542,0.06800234925042414,0.40763389535614936,-0.02752184282566463,-0.0273911710188445,-0.0015492764859579289,2000,italic(N) == 250,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.8,Correlation_XM == 0.3,Reliability == 0.9
250,1,0.9,0.8,0.3,0.9,upi,yint,1,0.9475,7.903095131625111e-4,-0.008637370608502448,0.06881541596152366,0.4853753296305485,0.011482369327475588,0.02306775043267769,0.0011693920641414057,2000,italic(N) == 250,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.8,Correlation_XM == 0.3,Reliability == 0.9
250,1,0.9,0.8,0.6,0.7,rapi,yint,1,0.9299999999999999,0.011861394225680794,-0.05980295958961912,0.11732090897939412,0.4682074002054888,0.1015974349966592,-0.007661214644251144,0.0014443180438050707,2000,italic(N) == 250,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.8,Correlation_XM == 0.6,Reliability == 0.7
250,1,0.9,0.8,0.6,0.7,tspa,yint,1,0.9335,0.006798216143594837,-0.0765050380784843,0.08634495669138353,0.43297697520043776,0.07895864000642615,0.02476190812662047,0.0024586512957962547,2000,italic(N) == 250,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.8,Correlation_XM == 0.6,Reliability == 0.7
250,1,0.9,0.8,0.6,0.7,upi,yint,1,0.967,0.013656249258215439,0.09162289106535293,0.09067508683082978,0.6180454828744402,0.15230598509407892,0.09512022128980498,0.008113957325342314,2000,italic(N) == 250,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.8,Correlation_XM == 0.6,Reliability == 0.7
250,1,0.9,0.8,0.6,0.8,rapi,yint,1,0.946,0.0040340656712492505,-0.03189783387854728,0.08184220890759868,0.4902347482119105,0.049338420186840086,-0.0597721037440147,-0.0021882717267677765,2000,italic(N) == 250,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.8,Correlation_XM == 0.6,Reliability == 0.8
250,1,0.9,0.8,0.6,0.8,tspa,yint,1,0.9390000000000001,0.0010003512333139606,-0.029003799491579607,0.06754096342061744,0.5154055885693354,0.014808951131679595,-0.0014605003128919864,-0.0010905829176849902,2000,italic(N) == 250,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.8,Correlation_XM == 0.6,Reliability == 0.8
250,1,0.9,0.8,0.6,0.8,upi,yint,1,0.9655,0.0044085325693893175,0.06860288160973882,0.06908735759930928,0.6329600837260283,0.06392531323630161,0.019866935749831678,0.002225568051180127,2000,italic(N) == 250,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.8,Correlation_XM == 0.6,Reliability == 0.8
250,1,0.9,0.8,0.6,0.9,rapi,yint,1,0.9525,0.0020123111167250456,0.023831619040338925,0.0603811431854513,0.4845825253796088,0.03333699952200562,0.011386270443081888,0.0010668750090004897,2000,italic(N) == 250,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.8,Correlation_XM == 0.6,Reliability == 0.9
250,1,0.9,0.8,0.6,0.9,tspa,yint,1,0.954,0.0012795497167420098,0.01829841194335491,0.05647356054169835,0.5123793311758593,0.02265765178798608,0.030328172715963598,0.0016281386209650028,2000,italic(N) == 250,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.8,Correlation_XM == 0.6,Reliability == 0.9
250,1,0.9,0.8,0.6,0.9,upi,yint,1,0.9605,0.0030083569713323832,0.0693277344640153,0.05680128944158532,0.601150598387584,0.05302400650797689,0.0464511743706258,0.0033503599805401185,2000,italic(N) == 250,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.8,Correlation_XM == 0.6,Reliability == 0.9
250,1,0.9,0.85,0,0.7,rapi,yint,1,0.9165,0.006827665211526812,-0.043452870519216535,0.13840322926130877,0.46575459111145556,0.049379477547406014,-0.08203086539125405,-0.006164128683923464,2000,italic(N) == 250,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.85,Correlation_XM == 0,Reliability == 0.7
250,1,0.9,0.85,0,0.7,tspa,yint,1,0.949,0.007580973617011259,-0.05468150420071749,0.10496790751310665,0.46869024135877924,0.07239281208780814,3.8566736261734226e-4,0.0024925059530256366,2000,italic(N) == 250,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.85,Correlation_XM == 0,Reliability == 0.7
250,1,0.9,0.85,0,0.7,upi,yint,1,0.973,0.0191683400653376,0.10079669350941822,0.11280561610001208,0.6064336933468257,0.1723881469459645,0.1300098323404932,0.012757204341308448,2000,italic(N) == 250,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.85,Correlation_XM == 0,Reliability == 0.7
250,1,0.9,0.85,0,0.8,rapi,yint,1,0.952,0.007708587503039963,-0.03719391552978002,0.10144521383852116,0.4717751699040984,0.07618897203819153,-0.00862973792400862,4.231773951539619e-4,2000,italic(N) == 250,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.85,Correlation_XM == 0,Reliability == 0.8
250,1,0.9,0.85,0,0.8,tspa,yint,1,0.951,0.0018742349923305678,-0.01684191522022449,0.08181810515851312,0.4333561506828387,0.022907621617097938,0.00924585106870105,8.315871520420681e-4,2000,italic(N) == 250,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.85,Correlation_XM == 0,Reliability == 0.8
250,1,0.9,0.85,0,0.8,upi,yint,1,0.965,0.007253824445207278,0.06828199702741222,0.08446348926250691,0.5498504166472642,0.08617810564464208,0.06487332793147423,0.005904542006894331,2000,italic(N) == 250,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.85,Correlation_XM == 0,Reliability == 0.8
250,1,0.9,0.85,0,0.9,rapi,yint,1,0.945,0.0010075752583666333,-0.022305064451723533,0.07521842631245433,0.4285817056890209,0.01339317729716085,-0.053707627531161393,-0.0022195276601106873,2000,italic(N) == 250,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.85,Correlation_XM == 0,Reliability == 0.9
250,1,0.9,0.85,0,0.9,tspa,yint,1,0.9495,3.6978769472774273e-4,-0.021054667428745955,0.07038006282192023,0.46777080220397615,0.005252912891179407,-0.02493545655797766,-0.0014798655698558538,2000,italic(N) == 250,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.85,Correlation_XM == 0,Reliability == 0.9
250,1,0.9,0.85,0,0.9,upi,yint,1,0.954,0.00266985924077636,0.015185689686973758,0.07121943763474793,0.48678932143945786,0.03750477838228606,0.009910681897235398,6.549274401569383e-4,2000,italic(N) == 250,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.85,Correlation_XM == 0,Reliability == 0.9
250,1,0.9,0.85,0.3,0.7,rapi,yint,1,0.925,0.009124249109025321,-0.03766930947888425,0.1287048118004624,0.41416339264295887,0.07105388653650743,-0.03174030311587659,-0.002036561365511058,2000,italic(N) == 250,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.85,Correlation_XM == 0.3,Reliability == 0.7
250,1,0.9,0.85,0.3,0.7,tspa,yint,1,0.9410000000000001,0.008053918425388933,-0.0530185283921738,0.09636704227317762,0.4545307614715215,0.0838478941939292,0.014979477377031121,0.003601346546521944,2000,italic(N) == 250,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.85,Correlation_XM == 0.3,Reliability == 0.7
250,1,0.9,0.85,0.3,0.7,upi,yint,1,0.9745,0.017566736561550816,0.09218797288638614,0.10391855080732207,0.6776058075549545,0.17146872232825472,0.0808921708868177,0.01092062099103236,2000,italic(N) == 250,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.85,Correlation_XM == 0.3,Reliability == 0.7
250,1,0.9,0.85,0.3,0.8,rapi,yint,1,0.9345,0.00650083834826054,-0.057027138939368394,0.09594219309638254,0.37441181642645227,0.06789696645503608,-0.021679900166550657,3.7338419057209027e-4,2000,italic(N) == 250,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.85,Correlation_XM == 0.3,Reliability == 0.8
250,1,0.9,0.85,0.3,0.8,tspa,yint,1,0.946,0.0022148183095858404,-0.03987308661868283,0.07793068164200331,0.4823589818532841,0.02842473953550444,-0.005588005856662266,-2.0430095923817948e-4,2000,italic(N) == 250,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.85,Correlation_XM == 0.3,Reliability == 0.8
250,1,0.9,0.85,0.3,0.8,upi,yint,1,0.965,0.007277207957417426,0.04089826479790082,0.08081143555307012,0.5934287536199181,0.09039646684182753,0.054647385780460654,0.004709906280614795,2000,italic(N) == 250,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.85,Correlation_XM == 0.3,Reliability == 0.8
250,1,0.9,0.85,0.3,0.9,rapi,yint,1,0.9390000000000001,-0.0013462890678434447,-0.036927867481237775,0.07140019245229655,0.43107836250230713,-0.018854175811123468,-0.03252210148864034,-0.001985429598230559,2000,italic(N) == 250,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.85,Correlation_XM == 0.3,Reliability == 0.9
250,1,0.9,0.85,0.3,0.9,tspa,yint,1,0.948,-0.001226579662229463,-0.03147546599377815,0.06637661758319975,0.39693453855509286,-0.018477627351203757,-0.023044796081058073,-0.001073351233892128,2000,italic(N) == 250,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.85,Correlation_XM == 0.3,Reliability == 0.9
250,1,0.9,0.85,0.3,0.9,upi,yint,1,0.96,9.162475226326027e-4,0.00976313458761835,0.06685758932052319,0.4612537150211493,0.013702325694641726,0.026852097917459353,0.001033245341266975,2000,italic(N) == 250,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.85,Correlation_XM == 0.3,Reliability == 0.9
250,1,0.9,0.85,0.6,0.7,rapi,yint,1,0.9359999999999999,0.01660241406897201,-0.053319190652039605,0.11709257402317959,0.42043292046993774,0.14320009566805614,0.03149701961591666,0.006389332754984545,2000,italic(N) == 250,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.85,Correlation_XM == 0.6,Reliability == 0.7
250,1,0.9,0.85,0.6,0.7,tspa,yint,1,0.948,0.007552717566149611,-0.04590308810196231,0.08201095068346609,0.444755616882871,0.09246392914947268,0.039241379335525677,0.004463242810520296,2000,italic(N) == 250,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.85,Correlation_XM == 0.6,Reliability == 0.7
250,1,0.9,0.85,0.6,0.7,upi,yint,1,0.972,0.014987825693249447,0.11714908896337528,0.08685568795138461,0.6634101092287903,0.175144289687419,0.1053748526024832,0.011201905514979404,2000,italic(N) == 250,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.85,Correlation_XM == 0.6,Reliability == 0.7
250,1,0.9,0.85,0.6,0.8,rapi,yint,1,0.9325,0.002867431542193404,-0.07233408434325661,0.08392970347272934,0.44132068636463506,0.03417609014593701,-0.05495939338109534,-0.002601393506202865,2000,italic(N) == 250,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.85,Correlation_XM == 0.6,Reliability == 0.8
250,1,0.9,0.85,0.6,0.8,tspa,yint,1,0.942,3.0085904706375074e-4,-0.0467723148532484,0.06799792429738966,0.45915987544299575,0.00442346983668705,-0.003990292405093926,-9.018959712895902e-4,2000,italic(N) == 250,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.85,Correlation_XM == 0.6,Reliability == 0.8
250,1,0.9,0.85,0.6,0.8,upi,yint,1,0.9605,0.003417825171007598,0.04788944327741529,0.06927097860694043,0.5537418016226443,0.04938774464483342,0.03596807132897118,0.0016069751716386582,2000,italic(N) == 250,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.85,Correlation_XM == 0.6,Reliability == 0.8
