N,beta1,beta2,beta3,cor_xm,rel,method,par,convergence_rate,coverage,MAD,MeanSE,MedianSE,outlier_se,raw_bias,raw_rse_bias,rmse,SD,std_bias,stdMed_bias,stdMed_rse_bias,trim_bias,trim_rse_bias,REPLICATIONS,N_lab,beta1_lab,beta2_lab,beta3_lab,cor_xm_lab,rel_lab
100,1,0.9,0.75,0.3,0.8,rapi,yint,1,0.9665,0.13003109001436863,0.17635419523473392,0.13818636758858516,6.15,0.02235923714044884,0.05993352921246342,0.16783673309127278,0.16638231584745325,0.13438469723518454,0.13255349790780202,0.06271790518187115,0.018747594729666084,-0.15812513646912607,2000,italic(N) == 100,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.75,Correlation_XM == 0.3,Reliability == 0.8
100,1,0.9,0.75,0.3,0.8,tspa,yint,1,0.9430000000000001,0.1241473132800859,0.12401819930688404,0.11838685245926005,4.2,0.008694408609074139,-0.04986803204954349,0.13078402340243073,0.13052734092760346,0.06660986539131626,0.04329519716853287,-0.046400205277337014,0.005598153409756335,-0.08810851908687778,2000,italic(N) == 100,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.75,Correlation_XM == 0.3,Reliability == 0.8
100,1,0.9,0.75,0.3,0.8,upi,yint,1,0.923,0.14622942779088344,0.16089172779674693,0.139729560915279,4.8500000000000005,0.019209694614777777,-0.08800398167828449,0.17741605786909098,0.17641713841341664,0.10888791637557178,0.03845267536074237,-0.04444978670708899,0.006623598010941478,-0.19122833049878607,2000,italic(N) == 100,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.75,Correlation_XM == 0.3,Reliability == 0.8
100,1,0.9,0.75,0.3,0.9,rapi,yint,1,0.9615,0.10351677308256783,0.10880205506185836,0.10646100356596744,1.6500000000000001,0.00406484970962098,0.017529944131978725,0.10697813858002424,0.1069276198595549,0.03801496484219858,0.015622602555165116,0.028442062051636796,0.001582343696273747,-0.0019748321605854713,2000,italic(N) == 100,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.75,Correlation_XM == 0.3,Reliability == 0.9
100,1,0.9,0.75,0.3,0.9,tspa,yint,1,0.948,0.10004329878032565,0.10042124011936125,0.09902063631147826,1.25,-0.0022865203875187144,-0.04172574157800513,0.10479258742491754,0.10479384084127072,-0.02181922495790614,-0.041993631182730674,-0.01022219860115725,-0.0045571688017993495,-0.05273821983577598,2000,italic(N) == 100,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.75,Correlation_XM == 0.3,Reliability == 0.9
100,1,0.9,0.75,0.3,0.9,upi,yint,1,0.942,0.10664904314471677,0.10952466864236653,0.10587074919759057,2.1,8.507638571850938e-4,-0.030828350441724606,0.11298348287220064,0.11300853537377531,0.007528315046037709,-0.034665028980341926,-0.007297711485982017,-0.0026897413781881707,-0.053989806239778115,2000,italic(N) == 100,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.75,Correlation_XM == 0.3,Reliability == 0.9
100,1,0.9,0.75,0.6,0.7,rapi,yint,1,0.975,0.14481364315385406,0.29138697954557596,0.16407100958192347,9.2,0.06176136514426572,0.20155239936416436,0.25019104396872044,0.2425087575870779,0.25467684449329214,0.20018204317772328,0.1329803325755008,0.031871951272994525,-0.29032346329391534,2000,italic(N) == 100,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.75,Correlation_XM == 0.6,Reliability == 0.7
100,1,0.9,0.75,0.6,0.7,tspa,yint,1,0.952,0.1361511954023394,0.1629190588374799,0.12570667587838108,6.4,0.03089148101696625,-0.16220115760689036,0.19685118938483062,0.19446083068354905,0.15885708658334766,0.05634013553231184,-0.0767126538484938,0.01049495414382301,-0.3418696135300673,2000,italic(N) == 100,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.75,Correlation_XM == 0.6,Reliability == 0.7
100,1,0.9,0.75,0.6,0.7,upi,yint,1,0.8965,0.1765616762631429,0.4887062017400166,0.1602975344757107,6.05,0.033416226985432396,0.4245840522125024,0.34459015825957134,0.34305185501761976,0.09740867596741629,-7.365228623971256e-4,-0.09211592306810978,0.001719783277907061,-0.5088835017046821,2000,italic(N) == 100,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.75,Correlation_XM == 0.6,Reliability == 0.7
100,1,0.9,0.75,0.6,0.8,rapi,yint,1,0.9685,0.10976888204936891,0.12920062064591403,0.11810871772461441,4.7,0.018017151390307788,0.13178880548452154,0.11554099731894656,0.11415612172502707,0.15782904252569574,0.11043946967069669,0.07597631969591023,0.014676291956276066,0.05360347671205301,2000,italic(N) == 100,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.75,Correlation_XM == 0.6,Reliability == 0.8
100,1,0.9,0.75,0.6,0.8,tspa,yint,1,0.9445,0.10594874741252948,0.10589940906139511,0.10119996391669808,3.5000000000000004,0.006468766842855105,-0.019021503257680927,0.10811952857745227,0.10795283424975267,0.05992215848533776,0.023805895618621363,-0.044821516174619824,0.004154967630901618,-0.05403405292427499,2000,italic(N) == 100,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.75,Correlation_XM == 0.6,Reliability == 0.8
100,1,0.9,0.75,0.6,0.8,upi,yint,1,0.9235,0.13175245847961511,0.13431095108058752,0.12017112277050279,4.8500000000000005,0.01599409178199574,-0.09036618892450898,0.1484808910551027,0.14765386845261075,0.10832152214914037,-0.003535345540720873,-0.08790223607785053,0.003620488409301459,-0.16643532795248395,2000,italic(N) == 100,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.75,Correlation_XM == 0.6,Reliability == 0.8
100,1,0.9,0.75,0.6,0.9,rapi,yint,1,0.955,0.08994209570584319,0.09452659611261892,0.09240596872212262,1.9,0.00577083247311033,0.03059352433642193,0.09187901779278974,0.09172054149426435,0.06291755782396036,0.06259414048412307,0.027393991622538527,0.005930387191666164,0.01492791685480177,2000,italic(N) == 100,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.75,Correlation_XM == 0.6,Reliability == 0.9
100,1,0.9,0.75,0.6,0.9,tspa,yint,1,0.946,0.0877813347842926,0.08733012574564528,0.08619594870962247,1.7000000000000002,0.001589208668121044,-0.031733123059366264,0.09018365878711303,0.09019220612149438,0.017620243882052362,0.019422486190441925,-0.018060628476041618,0.001786931928277058,-0.041099572932833506,2000,italic(N) == 100,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.75,Correlation_XM == 0.6,Reliability == 0.9
100,1,0.9,0.75,0.6,0.9,upi,yint,1,0.9365,0.09260159016208032,0.09505511329194764,0.09182244893407818,2.85,0.003378259063715222,-0.03127681934287807,0.09815774106503534,0.0981241237847412,0.0344284252782345,-0.0039561042273433275,-0.00841390765146055,0.001066750823437157,-0.05697129653614297,2000,italic(N) == 100,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.75,Correlation_XM == 0.6,Reliability == 0.9
250,1,0.9,0.75,0,0.7,rapi,yint,1,0.9685,0.10711051387933901,0.1309970040526913,0.11706144757136305,5.55,0.024988123022424417,0.09916572698195303,0.121740860243798,0.11917857411036444,0.20966959211380023,0.12030550556902098,0.09290342592543133,0.0166167498585571,-0.0072946925845451815,2000,italic(N) == 250,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.75,Correlation_XM == 0,Reliability == 0.7
250,1,0.9,0.75,0,0.7,tspa,yint,1,0.942,0.10458791361946722,0.10064867464380726,0.09471777844381618,4.25,0.010598339845559076,-0.08212413178019218,0.1101376049826581,0.10965390651244845,0.09665264268862052,0.013160894686000806,-0.09437166144801923,0.0028328949565398776,-0.1254808181899516,2000,italic(N) == 250,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.75,Correlation_XM == 0,Reliability == 0.7
250,1,0.9,0.75,0,0.7,upi,yint,1,0.9105,0.13058844736891978,0.13938783102878702,0.12507552973671326,3.85,0.010937712115206898,-0.030092255559556302,0.1440922586013598,0.14371246319844805,0.0761083059310127,-0.051925553008610625,-0.042215967363730234,-0.0013544356567880556,-0.10707105618096457,2000,italic(N) == 250,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.75,Correlation_XM == 0,Reliability == 0.7
250,1,0.9,0.75,0,0.8,rapi,yint,1,0.9655,0.08631412859639394,0.09062311439013661,0.08791664967663353,2.8000000000000003,0.010285352561923792,0.05944528797986637,0.08613318337198979,0.08553826744836945,0.1202427038650509,0.12795846297428187,0.01856615025024455,0.009225084409170414,0.03354222929354389,2000,italic(N) == 250,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.75,Correlation_XM == 0,Reliability == 0.8
250,1,0.9,0.75,0,0.8,tspa,yint,1,0.9450000000000001,0.08346037919749291,0.07933914557807137,0.07784076783422596,1.8499999999999999,0.003368164077234789,-0.04466734778007242,0.08309623592347576,0.08304871124598248,0.040556488194724606,0.049881983252333714,-0.06733268429046102,0.002610004868817295,-0.05840118972451913,2000,italic(N) == 250,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.75,Correlation_XM == 0,Reliability == 0.8
250,1,0.9,0.75,0,0.8,upi,yint,1,0.9385,0.09755908441744358,0.09811921928381727,0.09243937504791946,3.6999999999999997,0.009550797930917898,-0.06746944217935402,0.10562461483018327,0.10521823489958876,0.09077131867905178,0.001251048916203341,-0.05247803830976416,0.00229099000915578,-0.11098041105133838,2000,italic(N) == 250,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.75,Correlation_XM == 0,Reliability == 0.8
250,1,0.9,0.75,0,0.9,rapi,yint,1,0.957,0.06993244306894562,0.07076993649072508,0.07004143434578508,1.0999999999999999,0.0019173290675436126,0.024573414316346964,0.06908192918865821,0.06907258718785589,0.027758176515512125,0.007458000410895523,0.0015585223689669192,9.231395761744032e-4,0.016397158077111396,2000,italic(N) == 250,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.75,Correlation_XM == 0,Reliability == 0.9
250,1,0.9,0.75,0,0.9,tspa,yint,1,0.9450000000000001,0.06872773663348324,0.06661913303562829,0.06618118879585855,0.8,-0.0017706014575932481,-0.023703359958888615,0.06824248136432473,0.06823656899282475,-0.025947984837564254,-0.0407218471994364,-0.037052694623207594,-0.002667919527598317,-0.02869123606440105,2000,italic(N) == 250,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.75,Correlation_XM == 0,Reliability == 0.9
250,1,0.9,0.75,0,0.9,upi,yint,1,0.94,0.07162422602488938,0.07163119560051938,0.07055846368132543,2,-0.0015270164059465162,-0.023279023704069868,0.07333600568740638,0.07333844295242854,-0.02082150021833706,-0.0826004517367101,-0.014879914279193773,-0.004147596412988674,-0.03492158561190872,2000,italic(N) == 250,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.75,Correlation_XM == 0,Reliability == 0.9
250,1,0.9,0.75,0.3,0.7,rapi,yint,1,0.9715,0.10343102856306804,0.11941462970599052,0.1070092096090252,5.35,0.0249808384624515,0.07843234705348778,0.1134857120548874,0.11072982930478423,0.22560170659788184,0.1277281665412419,0.034594851232435886,0.017165119666923967,-0.012272560731663051,2000,italic(N) == 250,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.75,Correlation_XM == 0.3,Reliability == 0.7
250,1,0.9,0.75,0.3,0.7,tspa,yint,1,0.9455,0.09812602178541513,0.09246646711030733,0.08752419351964111,3.85,0.011614669453126425,-0.09969872031278937,0.10333526489659117,0.10270613759699722,0.11308642039193986,0.02699573715012507,-0.1080429846525156,0.005577337341038935,-0.13894500283158562,2000,italic(N) == 250,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.75,Correlation_XM == 0.3,Reliability == 0.7
250,1,0.9,0.75,0.3,0.7,upi,yint,1,0.9165,0.12733231547360455,0.1326863680240856,0.11709438755960574,3.3000000000000003,0.018865361360405345,-0.0697662197658202,0.14384446689174274,0.14263765823541985,0.13226073390288376,-0.0017153659400023708,-0.08040321795703997,0.0041661844685136895,-0.14913745018879465,2000,italic(N) == 250,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.75,Correlation_XM == 0.3,Reliability == 0.7
250,1,0.9,0.75,0.3,0.8,rapi,yint,1,0.9775,0.07496457895626046,0.08338466416544374,0.08093232474112821,2.1999999999999997,0.01093339958988586,0.1032338973754614,0.07635002994644861,0.07558203601594522,0.14465606070176912,0.0751565750135286,0.07960754089407684,0.007189931071975464,0.0790974133738116,2000,italic(N) == 250,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.75,Correlation_XM == 0.3,Reliability == 0.8
250,1,0.9,0.75,0.3,0.8,tspa,yint,1,0.952,0.07185970884671912,0.07270375019862449,0.07144885042970475,1.4000000000000001,0.004630369127720707,0.002781543723698432,0.072631701116676,0.07250208248613013,0.06386532591814165,0.027598147269030367,-0.0057175073989063074,0.0015134793709498662,-0.010205806460347522,2000,italic(N) == 250,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.75,Correlation_XM == 0.3,Reliability == 0.8
250,1,0.9,0.75,0.3,0.8,upi,yint,1,0.95,0.08549919766556886,0.09025537591118801,0.08585269841233803,3.45,0.010440111847157518,-0.019059453876117294,0.09257657594593689,0.09200901753712369,0.1134683548049535,0.044672128228453054,0.004134550456857955,0.003800067151710884,-0.05948461719026743,2000,italic(N) == 250,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.75,Correlation_XM == 0.3,Reliability == 0.8
250,1,0.9,0.75,0.3,0.9,rapi,yint,1,0.957,0.06327845783470806,0.06553481782581333,0.06501503038283202,1.55,0.00328044826462192,0.02678590295630534,0.06389351252430864,0.06382520215473016,0.05139738150251686,0.04468031332192482,0.02744334497942602,0.0033858849490929765,0.0200545871045954,2000,italic(N) == 250,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.75,Correlation_XM == 0.3,Reliability == 0.9
250,1,0.9,0.75,0.3,0.9,tspa,yint,1,0.9435,0.06327597930287832,0.06157650517609313,0.061225919859102515,1.15,-7.543146154151217e-5,-0.023416056184492162,0.06303723667527822,0.06305295675404418,-0.0011963191803316703,3.590146957679016e-4,-0.03239869957544139,1.1702599305796202e-4,-0.027908539642035657,2000,italic(N) == 250,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.75,Correlation_XM == 0.3,Reliability == 0.9
250,1,0.9,0.75,0.3,0.9,upi,yint,1,0.947,0.0650969876318143,0.06643186955201033,0.06547660570994329,2.25,8.51560047642632e-5,-0.02301258774122572,0.06797970043777944,0.0679966483891755,0.0012523559143222613,-0.03166187542422537,0.005831576727883148,-0.0012353808376908137,-0.03599564874883099,2000,italic(N) == 250,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.75,Correlation_XM == 0.3,Reliability == 0.9
250,1,0.9,0.75,0.6,0.7,rapi,yint,1,0.9675,0.08067203175265178,0.09799588572377628,0.09102824536979255,4.35,0.017260491866041092,0.12761620946978347,0.08858153781709897,0.08690535387909591,0.19861252610574698,0.14757052889155076,0.12837427534853618,0.01215109878263132,0.06293505749379857,2000,italic(N) == 250,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.75,Correlation_XM == 0.6,Reliability == 0.7
250,1,0.9,0.75,0.6,0.7,tspa,yint,1,0.935,0.07896723792531928,0.07716499473851761,0.07424449063543093,3.35,0.01042676950787406,-0.07456979746474779,0.08401153790217757,0.08338283592551993,0.1250469523150734,0.08289689217245569,-0.05980641357058403,0.0058175731353637405,-0.10433655141471221,2000,italic(N) == 250,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.75,Correlation_XM == 0.6,Reliability == 0.7
250,1,0.9,0.75,0.6,0.7,upi,yint,1,0.935,0.10951109210232866,0.11024666802816536,0.10049491480082412,3.6999999999999997,0.01668341225882872,-0.036412713669942476,0.11559441030303755,0.11441274661069219,0.14581777601753365,0.05907059091589752,-0.08233117877301144,0.007529602023052806,-0.10232481527254034,2000,italic(N) == 250,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.75,Correlation_XM == 0.6,Reliability == 0.7
250,1,0.9,0.75,0.6,0.8,rapi,yint,1,0.96,0.06676733413552774,0.0711590479318717,0.06933016447278699,2.7,0.006099290160001469,0.054667677405056736,0.0677289110596054,0.06747058761386719,0.09039924470359745,0.05114567838200761,0.038384494011054704,0.004474645893440599,0.03397598393808976,2000,italic(N) == 250,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.75,Correlation_XM == 0.6,Reliability == 0.8
250,1,0.9,0.75,0.6,0.8,tspa,yint,1,0.9375,0.064353376334457,0.06206268002236539,0.06133023567256536,1.5,0.002137441039105301,-0.05428989829670616,0.06564388028432658,0.06562548069496764,0.032570291546362685,0.014255919080222938,-0.04697718805272599,7.824340022061227e-4,-0.06401710413716843,2000,italic(N) == 250,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.75,Correlation_XM == 0.6,Reliability == 0.8
250,1,0.9,0.75,0.6,0.8,upi,yint,1,0.933,0.07838160785916129,0.0760038729752823,0.07301384698445067,3.35,0.0039775610843715585,-0.07284578756041415,0.08205140764960908,0.08197543834190882,0.0485213762173701,-0.03841786977121243,-0.06848240322341426,-0.001477587227312005,-0.10616186581708953,2000,italic(N) == 250,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.75,Correlation_XM == 0.6,Reliability == 0.8
250,1,0.9,0.75,0.6,0.9,rapi,yint,1,0.9605,0.05550730461517221,0.05717986789165486,0.056808321699337666,1.4000000000000001,0.0013883494297783742,0.037925709604254676,0.055094242105549876,0.05509052079792559,0.025201239880648728,0.002743014748200111,0.023438664391746356,6.986505475600757e-4,0.03197210696756159,2000,italic(N) == 250,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.75,Correlation_XM == 0.6,Reliability == 0.9
250,1,0.9,0.75,0.6,0.9,tspa,yint,1,0.946,0.05526889859709063,0.05361517370910262,0.053370484163045226,1.25,-7.279274941920995e-4,-0.021185758835413293,0.054766779329887966,0.05477563714777141,-0.013289256539879602,-0.03918454783135149,-0.03434869306668864,-0.0013993615513291369,-0.02460073350423786,2000,italic(N) == 250,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.75,Correlation_XM == 0.6,Reliability == 0.9
250,1,0.9,0.75,0.6,0.9,upi,yint,1,0.949,0.05801361398491018,0.05813864194991008,0.05754743747624971,1.8499999999999999,-4.33918162740215e-4,-0.014868210688715688,0.05900294555174696,0.05901610584565076,-0.007352538032161025,-0.048225832912616354,-0.008035639854840348,-0.002348350096688767,-0.02305451354182997,2000,italic(N) == 250,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.75,Correlation_XM == 0.6,Reliability == 0.9
500,1,0.9,0.75,0,0.7,rapi,yint,1,0.972,0.06928431951984862,0.08256130390260902,0.07880660057412552,2.6,0.014146241598134887,0.1286937823509764,0.07448503446853023,0.07314765545234121,0.1933929599063056,0.1511473217169431,0.1374377509986071,0.010970773837837733,0.08924280766633275,2000,italic(N) == 500,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.75,Correlation_XM == 0,Reliability == 0.7
500,1,0.9,0.75,0,0.7,tspa,yint,1,0.9415,0.06827921207659003,0.06756378259636997,0.06591098408222043,2.15,0.006043170994321498,-0.030357818694751737,0.06992329791871045,0.06967908770781966,0.08672861819979472,0.06325559004361347,-0.03468446577434314,0.003558247774914425,-0.050206699172736347,2000,italic(N) == 500,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.75,Correlation_XM == 0,Reliability == 0.7
500,1,0.9,0.75,0,0.7,upi,yint,1,0.9365,0.09145420229269334,0.09440998823380355,0.08943699438671548,2.0500000000000003,0.008690856932395932,0.00614859212504526,0.09421130187935137,0.09383304709933955,0.09262042746192645,0.013602395746142436,-0.02205702805784593,0.0019929523197672605,-0.031276998426332914,2000,italic(N) == 500,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.75,Correlation_XM == 0,Reliability == 0.7
500,1,0.9,0.75,0,0.8,rapi,yint,1,0.962,0.05765681880346703,0.06129329868782162,0.060338132926192556,1.6500000000000001,0.005566542922738369,0.05915740074696796,0.05812257333041639,0.05786986773126892,0.09619069717919217,0.06685725086606316,0.04650471840746606,0.004285503148531045,0.04837186708592789,2000,italic(N) == 500,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.75,Correlation_XM == 0,Reliability == 0.8
500,1,0.9,0.75,0,0.8,tspa,yint,1,0.942,0.056042005091624554,0.05465122127598199,0.05418137775013643,1.05,0.0015455173905620247,-0.033124943556380626,0.05653055917607325,0.05652356104521021,0.027342887850357583,-0.003720045750995329,-0.03320058478361254,3.14029662217552e-4,-0.03888455619800257,2000,italic(N) == 500,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.75,Correlation_XM == 0,Reliability == 0.8
500,1,0.9,0.75,0,0.8,upi,yint,1,0.944,0.06473121651159931,0.06633381438910384,0.06430406600037639,2.8000000000000003,0.003187181531461796,-0.04080814256287424,0.06921207170305185,0.06915593984121364,0.04608688044410603,-0.017231091609916066,-0.006598833364214407,-7.659896296544622e-4,-0.063614992149164,2000,italic(N) == 500,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.75,Correlation_XM == 0,Reliability == 0.8
500,1,0.9,0.75,0,0.9,rapi,yint,1,0.962,0.04870902623738081,0.04924645254433307,0.0489820648202894,1.2,0.004185564229434952,0.0320119654577411,0.04789020433095833,0.0477188774865514,0.087712964971034,0.07606591980828561,0.005605502798966766,0.003857913046929007,0.027604977182130286,2000,italic(N) == 500,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.75,Correlation_XM == 0,Reliability == 0.9
